input,actual_output,expected_output,metric_name,score,threshold,success,reason,evaluation_model,evaluation_cost,run_id
koncert piosenek powstańczych w Warszawie w sierpniu,"After reviewing the options, I found 1 event(s) that match your request!

	--- Event 1 ---
	Title:    Mokotów śpiewa powstańcze piosenki
	Start Date:     Tuesday, August 05, 2025 at 06:00 PM
	End Date:       Tuesday, August 26, 2025 at 07:00 PM
	Price:         bezpłatne
	Location:      Park gen. Gustawa Orlicz-Dreszera (pomiędzy ulicami: Puławską, Odyńca, Krasickiego i Ursynowską)
	Summary: Cykl koncertów wspólnego śpiewania piosenek powstańczych w Parku Orlicz-Dreszera na Mokotowie, odbywający się we wtorki sierpnia 2025.
	More details: https://mokotow.um.warszawa.pl/-/mokotow-spiewa-powstancze-piosen-6


","Title: Mokotów śpiewa powstańcze piosenki
Date: 05.08.2025 18:00 - 05.08.2025 19:00
Location: Park gen. Gustawa Orlicz-Dreszera, Dzielnica Mokotów, m.st. Warszawy",Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0,run_20250723_1409
wystawa o generale Kazimierzu Sosnkowskim w Warszawie w czerwcu 2025,"After reviewing the options, I found 1 event(s) that match your request!

	--- Event 1 ---
	Title:    Wystawa IPN o Kazimierzu Sosnkowskim
	Start Date:     Tuesday, June 03, 2025 at 10:00 AM
	End Date:       Monday, June 30, 2025 at 05:00 PM
	Price:         Wstęp wolny
	Location:      Dom Kultury „Portiernia”, Traktorzystów 20
	Summary: Wystawa poświęcona generałowi Kazimierzowi Sosnkowskiemu, przygotowana przez IPN, odbędzie się w Domu Kultury „Portiernia” w Ursusie w czerwcu 2025 roku. Ekspozycja upamiętnia 140. rocznicę urodzin generała i jego zasługi dla Polski.
	More details: https://www.portiernia.arsus.pl/wydarzenia/wystawa-ipn-o-kazimierzu-sosnkowskim


","Title: Wystawa IPN o Kazimierzu Sosnkowskim
Date: 03.06.2025 10:00 - 30.06.2025 17:00
Location: Dom Kultury „Portiernia”, Traktorzystów 20, 02-495 Warszawa",Factual Correctness [GEval],0.8977022631344435,0.5,True,"The actual output contains an event with a title that exactly matches the expected output. The start and end dates align correctly despite different formatting, and the location matches except for the missing postal code and city name, which are acceptable minor variations.",gpt-4.1-mini,0,run_20250723_1409
wystawa o generale Kazimierzu Sosnkowskim w Warszawie w czerwcu 2025,"After reviewing the options, I found 1 event(s) that match your request!

	--- Event 1 ---
	Title:    Wystawa IPN o Kazimierzu Sosnkowskim
	Start Date:     Tuesday, June 03, 2025 at 10:00 AM
	End Date:       Monday, June 30, 2025 at 05:00 PM
	Price:         Wstęp wolny
	Location:      Dom Kultury „Portiernia”, Traktorzystów 20
	Summary: Wystawa poświęcona generałowi Kazimierzowi Sosnkowskiemu, przygotowana przez IPN, odbędzie się w Domu Kultury „Portiernia” w Ursusie w czerwcu 2025 roku. Ekspozycja upamiętnia 140. rocznicę urodzin generała i jego zasługi dla Polski.
	More details: https://www.portiernia.arsus.pl/wydarzenia/wystawa-ipn-o-kazimierzu-sosnkowskim


","Title: Wystawa IPN o Kazimierzu Sosnkowskim
Date: 03.06.2025 10:00 - 30.06.2025 17:00
Location: Dom Kultury „Portiernia”, Traktorzystów 20, 02-495 Warszawa",Answer Relevancy,1.0,0.7,True,"The score is 1.00 because the response fully addresses the request about the exhibition on General Kazimierz Sosnkowski in Warsaw in June 2025, with no irrelevant information included.",gpt-4.1-mini,0,run_20250723_1409
wystawa o generale Kazimierzu Sosnkowskim w Warszawie w czerwcu 2025,"After reviewing the options, I found 1 event(s) that match your request!

	--- Event 1 ---
	Title:    Wystawa IPN o Kazimierzu Sosnkowskim
	Start Date:     Tuesday, June 03, 2025 at 10:00 AM
	End Date:       Monday, June 30, 2025 at 05:00 PM
	Price:         Wstęp wolny
	Location:      Dom Kultury „Portiernia”, Traktorzystów 20
	Summary: Wystawa poświęcona generałowi Kazimierzowi Sosnkowskiemu, przygotowana przez IPN, odbędzie się w Domu Kultury „Portiernia” w Ursusie w czerwcu 2025 roku. Ekspozycja upamiętnia 140. rocznicę urodzin generała i jego zasługi dla Polski.
	More details: https://www.portiernia.arsus.pl/wydarzenia/wystawa-ipn-o-kazimierzu-sosnkowskim


","Title: Wystawa IPN o Kazimierzu Sosnkowskim
Date: 03.06.2025 10:00 - 30.06.2025 17:00
Location: Dom Kultury „Portiernia”, Traktorzystów 20, 02-495 Warszawa",Faithfulness,0.9090909090909091,0.7,True,"The score is 0.91 because the actual output incorrectly specifies the exhibition location as being in the Ursus district, which is not supported by the retrieval context that only mentions Dom Kultury 'Portiernia', Traktorzystów 20, 02-495 Warsaw without district information.",gpt-4.1-mini,0,run_20250723_1409
potańcówka w Warszawie w lipcu,"After reviewing the options, I found 3 event(s) that match your request!

	--- Event 1 ---
	Title:    Potańcówki na Grochowskiej 2025: Muzyka z winyli
	Start Date:     Friday, July 04, 2025 at 07:00 PM
	End Date:       Friday, July 04, 2025 at 09:00 PM
	Price:         Wstęp wolny / bezpłatne
	Location:      Pawilon Koncertowy Sinfonii Varsovii, Grochowska 272
	Summary: Potańcówka na Grochowskiej to taneczna zabawa przy muzyce z winyli, obejmująca pokaz i naukę tańca, która odbędzie się 4 lipca 2025 w Pawilonie Koncertowym Sinfonii Varsovii na Pradze-Południe. Wstęp wolny, muzyka od polskiego funku po brazylijskie disco.
	More details: https://kultura.um.warszawa.pl/-/potancowki-na-grochowskiej-muzyka-z-winyli


	--- Event 2 ---
	Title:    Potańcówka dla wszystkich pokoleń
	Start Date:     Saturday, July 12, 2025 at 06:00 PM
	End Date:       Saturday, August 30, 2025 at 10:00 PM
	Price:         wstęp wolny
	Location:      Teren rekreacyjny przy ul. Strażackiej
	Summary: Potańcówka dla wszystkich pokoleń odbędzie się 12 lipca 2025 r. w Rembertowie na terenie rekreacyjnym przy ul. Strażackiej. Wstęp wolny, wydarzenie skierowane do osób w każdym wieku.
	More details: https://rembertow.um.warszawa.pl/-/potancowka-dla-wszystkich-pokolen


	--- Event 3 ---
	Title:    Wolskie Potańcówki
	Start Date:     Saturday, July 19, 2025 at 11:00 AM
	End Date:       Saturday, July 19, 2025 at 10:30 PM
	Price:         wstęp wolny
	Location:      Wola Park, ul. Górczewska 124
	Summary: Wolskie Potańcówki to cykl tanecznych wydarzeń w Wola Parku, podczas których można bawić się przy muzyce na żywo i skorzystać z licznych atrakcji dla całych rodzin. Wstęp wolny, wydarzenie odbywa się m.in. 19 lipca 2025.
	More details: https://wola.um.warszawa.pl/-/wolskie-potancowki-2


","Title: Potańcówka dla wszystkich pokoleń
Date: 12.07.2025 18:00 - 22:00
Location: Teren rekreacyjny, Strażacka, Warszawa",Factual Correctness [GEval],0.7622459338205511,0.5,True,"The actual output contains an event titled 'Potańcówka dla wszystkich pokoleń,' which closely matches the expected title. The start date and time (July 12, 2025 at 06:00 PM) align well with the expected date and time (12.07.2025 18:00). However, the end time in the actual output is 10:00 PM, while the expected is 10:00 PM (22:00), which is consistent. The location 'Teren rekreacyjny przy ul. Strażackiej' matches the expected 'Teren rekreacyjny, Strażacka, Warszawa' with minor acceptable variations. The only slight shortcoming is the absence of the city name 'Warszawa' explicitly in the actual output location, but this is a minor variation. Overall, the response aligns well with the evaluation steps.",gpt-4.1-mini,0,run_20250723_1409
potańcówka w Warszawie w lipcu,"After reviewing the options, I found 3 event(s) that match your request!

	--- Event 1 ---
	Title:    Potańcówki na Grochowskiej 2025: Muzyka z winyli
	Start Date:     Friday, July 04, 2025 at 07:00 PM
	End Date:       Friday, July 04, 2025 at 09:00 PM
	Price:         Wstęp wolny / bezpłatne
	Location:      Pawilon Koncertowy Sinfonii Varsovii, Grochowska 272
	Summary: Potańcówka na Grochowskiej to taneczna zabawa przy muzyce z winyli, obejmująca pokaz i naukę tańca, która odbędzie się 4 lipca 2025 w Pawilonie Koncertowym Sinfonii Varsovii na Pradze-Południe. Wstęp wolny, muzyka od polskiego funku po brazylijskie disco.
	More details: https://kultura.um.warszawa.pl/-/potancowki-na-grochowskiej-muzyka-z-winyli


	--- Event 2 ---
	Title:    Potańcówka dla wszystkich pokoleń
	Start Date:     Saturday, July 12, 2025 at 06:00 PM
	End Date:       Saturday, August 30, 2025 at 10:00 PM
	Price:         wstęp wolny
	Location:      Teren rekreacyjny przy ul. Strażackiej
	Summary: Potańcówka dla wszystkich pokoleń odbędzie się 12 lipca 2025 r. w Rembertowie na terenie rekreacyjnym przy ul. Strażackiej. Wstęp wolny, wydarzenie skierowane do osób w każdym wieku.
	More details: https://rembertow.um.warszawa.pl/-/potancowka-dla-wszystkich-pokolen


	--- Event 3 ---
	Title:    Wolskie Potańcówki
	Start Date:     Saturday, July 19, 2025 at 11:00 AM
	End Date:       Saturday, July 19, 2025 at 10:30 PM
	Price:         wstęp wolny
	Location:      Wola Park, ul. Górczewska 124
	Summary: Wolskie Potańcówki to cykl tanecznych wydarzeń w Wola Parku, podczas których można bawić się przy muzyce na żywo i skorzystać z licznych atrakcji dla całych rodzin. Wstęp wolny, wydarzenie odbywa się m.in. 19 lipca 2025.
	More details: https://wola.um.warszawa.pl/-/wolskie-potancowki-2


","Title: Potańcówka dla wszystkich pokoleń
Date: 12.07.2025 18:00 - 22:00
Location: Teren rekreacyjny, Strażacka, Warszawa",Answer Relevancy,0.8888888888888888,0.7,True,"The score is 0.89 because the response is mostly relevant to the query about dance events in Warsaw in July, but it includes URL links that serve as references rather than directly addressing the input, which slightly lowers the relevancy.",gpt-4.1-mini,0,run_20250723_1409
potańcówka w Warszawie w lipcu,"After reviewing the options, I found 3 event(s) that match your request!

	--- Event 1 ---
	Title:    Potańcówki na Grochowskiej 2025: Muzyka z winyli
	Start Date:     Friday, July 04, 2025 at 07:00 PM
	End Date:       Friday, July 04, 2025 at 09:00 PM
	Price:         Wstęp wolny / bezpłatne
	Location:      Pawilon Koncertowy Sinfonii Varsovii, Grochowska 272
	Summary: Potańcówka na Grochowskiej to taneczna zabawa przy muzyce z winyli, obejmująca pokaz i naukę tańca, która odbędzie się 4 lipca 2025 w Pawilonie Koncertowym Sinfonii Varsovii na Pradze-Południe. Wstęp wolny, muzyka od polskiego funku po brazylijskie disco.
	More details: https://kultura.um.warszawa.pl/-/potancowki-na-grochowskiej-muzyka-z-winyli


	--- Event 2 ---
	Title:    Potańcówka dla wszystkich pokoleń
	Start Date:     Saturday, July 12, 2025 at 06:00 PM
	End Date:       Saturday, August 30, 2025 at 10:00 PM
	Price:         wstęp wolny
	Location:      Teren rekreacyjny przy ul. Strażackiej
	Summary: Potańcówka dla wszystkich pokoleń odbędzie się 12 lipca 2025 r. w Rembertowie na terenie rekreacyjnym przy ul. Strażackiej. Wstęp wolny, wydarzenie skierowane do osób w każdym wieku.
	More details: https://rembertow.um.warszawa.pl/-/potancowka-dla-wszystkich-pokolen


	--- Event 3 ---
	Title:    Wolskie Potańcówki
	Start Date:     Saturday, July 19, 2025 at 11:00 AM
	End Date:       Saturday, July 19, 2025 at 10:30 PM
	Price:         wstęp wolny
	Location:      Wola Park, ul. Górczewska 124
	Summary: Wolskie Potańcówki to cykl tanecznych wydarzeń w Wola Parku, podczas których można bawić się przy muzyce na żywo i skorzystać z licznych atrakcji dla całych rodzin. Wstęp wolny, wydarzenie odbywa się m.in. 19 lipca 2025.
	More details: https://wola.um.warszawa.pl/-/wolskie-potancowki-2


","Title: Potańcówka dla wszystkich pokoleń
Date: 12.07.2025 18:00 - 22:00
Location: Teren rekreacyjny, Strażacka, Warszawa",Faithfulness,0.9047619047619048,0.7,True,"The score is 0.90 because the actual output incorrectly states there are three separate events matching the request, while the retrieval context only mentions one event occurring on three specific dates. Additionally, the output inaccurately claims the event spans from July 12 to August 30 continuously, whereas the context specifies each event occurs individually from 18:00 to 22:00 on those dates.",gpt-4.1-mini,0,run_20250723_1409
wystawa historyczna w Warszawie w lipcu,"After reviewing the options, I found 6 event(s) that match your request!

	--- Event 1 ---
	Title:    1905. Nowy początek. Rewolucja na Woli i w Warszawie
	Start Date:     Thursday, February 20, 2025 at 11:00 AM
	End Date:       Sunday, July 20, 2025 at 08:00 PM
	Location:      Muzeum Woli, Srebrna 12
	Summary: Wystawa historyczna w Muzeum Woli prezentująca wydarzenia rewolucji 1905 roku na Woli i w Warszawie. Ekspozycja ukazuje wpływ tych wydarzeń na tożsamość dzielnicy i miasta.
	More details: https://kultura.um.warszawa.pl/-/muzeum-woli-wystawa-1905-nowy-poczatek


	--- Event 2 ---
	Title:    1905. Nowy początek. Rewolucja na Woli i w Warszawie
	Start Date:     Thursday, February 20, 2025 at 06:00 PM
	End Date:       Sunday, July 20, 2025 at 07:00 PM
	Location:      Muzeum Woli, ul. Srebrna 12
	Summary: Wystawa historyczna w Muzeum Woli prezentująca wydarzenia rewolucji 1905 roku w Warszawie i na Woli. Ekspozycji towarzyszą pokazy filmowe, wykłady i spacery akustyczne.
	More details: https://wola.um.warszawa.pl/-/wystawa-nowy-poczatek-muzeum-woli


	--- Event 3 ---
	Title:    1945. Nie koniec, nie początek
	Start Date:     Friday, March 07, 2025 at 12:00 PM
	End Date:       Monday, September 15, 2025 at 07:00 PM
	Location:      Muzeum POLIN, Anielewicza 6
	Summary: Wystawa historyczna w Muzeum POLIN poświęcona losom polskich Żydów i Żydówek po zakończeniu II wojny światowej. Ekspozycja prezentuje biografie, dokumenty i pamiątki z lat powojennych.
	More details: https://kultura.um.warszawa.pl/-/muzeum-polin-wystawa-1945-nie-koniec-nie-poczatek


	--- Event 4 ---
	Title:    Wystawa historyczna – 80 lat od zakończenia II wojny światowej
	Start Date:     Friday, May 16, 2025 at 12:00 PM
	End Date:       Friday, October 31, 2025 at 07:00 PM
	Price:         wstęp wolny
	Location:      Biblioteka, ul. Gawędziarzy 8
	Summary: Wystawa historyczna prezentująca pamiątki z okresu II wojny światowej, w tym uzbrojenie, umundurowanie, dokumenty i przedmioty codziennego użytku, dostępna w bibliotece w Rembertowie do 31 października 2025. Wstęp wolny.
	More details: https://rembertow.um.warszawa.pl/-/wystawa-historyczna-80-lat-od-zakonczenia-ii-wojny-swiatowej


	--- Event 5 ---
	Title:    Lato, które zmieniło wszystko. Festiwal 1955
	Start Date:     Thursday, June 19, 2025 at 09:00 AM
	End Date:       Sunday, December 21, 2025 at 05:00 PM
	Location:      Muzeum Warszawy, Rynek Starego Miasta
	Summary: Wystawa historyczna w Muzeum Warszawy prezentująca dzieje V Światowego Festiwalu Młodzieży i Studentów z 1955 roku oraz tło społeczne i kulturowe lat 50. XX wieku. Ekspozycja czynna do 21 grudnia 2025 roku.
	More details: https://kultura.um.warszawa.pl/-/muzeum-warszawy-lato-1955-wystawa


	--- Event 6 ---
	Title:    Oprowadzanie po Izbie Pamięci
	Start Date:     Tuesday, July 01, 2025 at 03:00 PM
	End Date:       Tuesday, July 08, 2025 at 03:45 PM
	Price:         Brak informacji o cenie; prawdopodobnie bezpłatne lub wstęp w cenie biletu do Izby Pamięci
	Location:      Izba Pamięci przy Cmentarzu Powstańców Warszawy, Wolska 168
	Summary: Oprowadzanie po wystawie historycznej „Głosy pamięci” w Izbie Pamięci przy Cmentarzu Powstańców Warszawy na Woli. Spotkanie prowadzi kulturoznawca Szymon Smolnicki-Woźniak, prezentując relacje świadków i ideę upamiętnienia cywilnych ofiar Powstania Warszawskiego.
	More details: https://wola.um.warszawa.pl/-/oprowadzanie-po-izbie-pamie-1


","Title: Wystawa historyczna – 80 lat od zakończenia II wojny światowej
Date: 16.05.2025 12:00 - 31.10.2025 19:00
Location: Parter biblioteki, ul. Gawędziarzy 8, Warszawa",Factual Correctness [GEval],0.7976724520874054,0.5,True,"The actual output contains an event with a title that exactly matches the expected output ('Wystawa historyczna – 80 lat od zakończenia II wojny światowej'). The dates align correctly despite minor formatting differences, and the location matches closely except for the missing 'Parter' and 'Warszawa' in the actual output, which are minor acceptable variations.",gpt-4.1-mini,0,run_20250723_1409
wystawa historyczna w Warszawie w lipcu,"After reviewing the options, I found 6 event(s) that match your request!

	--- Event 1 ---
	Title:    1905. Nowy początek. Rewolucja na Woli i w Warszawie
	Start Date:     Thursday, February 20, 2025 at 11:00 AM
	End Date:       Sunday, July 20, 2025 at 08:00 PM
	Location:      Muzeum Woli, Srebrna 12
	Summary: Wystawa historyczna w Muzeum Woli prezentująca wydarzenia rewolucji 1905 roku na Woli i w Warszawie. Ekspozycja ukazuje wpływ tych wydarzeń na tożsamość dzielnicy i miasta.
	More details: https://kultura.um.warszawa.pl/-/muzeum-woli-wystawa-1905-nowy-poczatek


	--- Event 2 ---
	Title:    1905. Nowy początek. Rewolucja na Woli i w Warszawie
	Start Date:     Thursday, February 20, 2025 at 06:00 PM
	End Date:       Sunday, July 20, 2025 at 07:00 PM
	Location:      Muzeum Woli, ul. Srebrna 12
	Summary: Wystawa historyczna w Muzeum Woli prezentująca wydarzenia rewolucji 1905 roku w Warszawie i na Woli. Ekspozycji towarzyszą pokazy filmowe, wykłady i spacery akustyczne.
	More details: https://wola.um.warszawa.pl/-/wystawa-nowy-poczatek-muzeum-woli


	--- Event 3 ---
	Title:    1945. Nie koniec, nie początek
	Start Date:     Friday, March 07, 2025 at 12:00 PM
	End Date:       Monday, September 15, 2025 at 07:00 PM
	Location:      Muzeum POLIN, Anielewicza 6
	Summary: Wystawa historyczna w Muzeum POLIN poświęcona losom polskich Żydów i Żydówek po zakończeniu II wojny światowej. Ekspozycja prezentuje biografie, dokumenty i pamiątki z lat powojennych.
	More details: https://kultura.um.warszawa.pl/-/muzeum-polin-wystawa-1945-nie-koniec-nie-poczatek


	--- Event 4 ---
	Title:    Wystawa historyczna – 80 lat od zakończenia II wojny światowej
	Start Date:     Friday, May 16, 2025 at 12:00 PM
	End Date:       Friday, October 31, 2025 at 07:00 PM
	Price:         wstęp wolny
	Location:      Biblioteka, ul. Gawędziarzy 8
	Summary: Wystawa historyczna prezentująca pamiątki z okresu II wojny światowej, w tym uzbrojenie, umundurowanie, dokumenty i przedmioty codziennego użytku, dostępna w bibliotece w Rembertowie do 31 października 2025. Wstęp wolny.
	More details: https://rembertow.um.warszawa.pl/-/wystawa-historyczna-80-lat-od-zakonczenia-ii-wojny-swiatowej


	--- Event 5 ---
	Title:    Lato, które zmieniło wszystko. Festiwal 1955
	Start Date:     Thursday, June 19, 2025 at 09:00 AM
	End Date:       Sunday, December 21, 2025 at 05:00 PM
	Location:      Muzeum Warszawy, Rynek Starego Miasta
	Summary: Wystawa historyczna w Muzeum Warszawy prezentująca dzieje V Światowego Festiwalu Młodzieży i Studentów z 1955 roku oraz tło społeczne i kulturowe lat 50. XX wieku. Ekspozycja czynna do 21 grudnia 2025 roku.
	More details: https://kultura.um.warszawa.pl/-/muzeum-warszawy-lato-1955-wystawa


	--- Event 6 ---
	Title:    Oprowadzanie po Izbie Pamięci
	Start Date:     Tuesday, July 01, 2025 at 03:00 PM
	End Date:       Tuesday, July 08, 2025 at 03:45 PM
	Price:         Brak informacji o cenie; prawdopodobnie bezpłatne lub wstęp w cenie biletu do Izby Pamięci
	Location:      Izba Pamięci przy Cmentarzu Powstańców Warszawy, Wolska 168
	Summary: Oprowadzanie po wystawie historycznej „Głosy pamięci” w Izbie Pamięci przy Cmentarzu Powstańców Warszawy na Woli. Spotkanie prowadzi kulturoznawca Szymon Smolnicki-Woźniak, prezentując relacje świadków i ideę upamiętnienia cywilnych ofiar Powstania Warszawskiego.
	More details: https://wola.um.warszawa.pl/-/oprowadzanie-po-izbie-pamie-1


","Title: Wystawa historyczna – 80 lat od zakończenia II wojny światowej
Date: 16.05.2025 12:00 - 31.10.2025 19:00
Location: Parter biblioteki, ul. Gawędziarzy 8, Warszawa",Answer Relevancy,0.8043478260869565,0.7,True,"The score is 0.80 because the response includes events that partially overlap with July but mostly start in months other than July, which reduces full relevancy to the user's request for historical exhibitions in Warsaw specifically in July. However, it still provides some relevant information about events occurring during or around July, justifying the relatively high score.",gpt-4.1-mini,0,run_20250723_1409
wystawa historyczna w Warszawie w lipcu,"After reviewing the options, I found 6 event(s) that match your request!

	--- Event 1 ---
	Title:    1905. Nowy początek. Rewolucja na Woli i w Warszawie
	Start Date:     Thursday, February 20, 2025 at 11:00 AM
	End Date:       Sunday, July 20, 2025 at 08:00 PM
	Location:      Muzeum Woli, Srebrna 12
	Summary: Wystawa historyczna w Muzeum Woli prezentująca wydarzenia rewolucji 1905 roku na Woli i w Warszawie. Ekspozycja ukazuje wpływ tych wydarzeń na tożsamość dzielnicy i miasta.
	More details: https://kultura.um.warszawa.pl/-/muzeum-woli-wystawa-1905-nowy-poczatek


	--- Event 2 ---
	Title:    1905. Nowy początek. Rewolucja na Woli i w Warszawie
	Start Date:     Thursday, February 20, 2025 at 06:00 PM
	End Date:       Sunday, July 20, 2025 at 07:00 PM
	Location:      Muzeum Woli, ul. Srebrna 12
	Summary: Wystawa historyczna w Muzeum Woli prezentująca wydarzenia rewolucji 1905 roku w Warszawie i na Woli. Ekspozycji towarzyszą pokazy filmowe, wykłady i spacery akustyczne.
	More details: https://wola.um.warszawa.pl/-/wystawa-nowy-poczatek-muzeum-woli


	--- Event 3 ---
	Title:    1945. Nie koniec, nie początek
	Start Date:     Friday, March 07, 2025 at 12:00 PM
	End Date:       Monday, September 15, 2025 at 07:00 PM
	Location:      Muzeum POLIN, Anielewicza 6
	Summary: Wystawa historyczna w Muzeum POLIN poświęcona losom polskich Żydów i Żydówek po zakończeniu II wojny światowej. Ekspozycja prezentuje biografie, dokumenty i pamiątki z lat powojennych.
	More details: https://kultura.um.warszawa.pl/-/muzeum-polin-wystawa-1945-nie-koniec-nie-poczatek


	--- Event 4 ---
	Title:    Wystawa historyczna – 80 lat od zakończenia II wojny światowej
	Start Date:     Friday, May 16, 2025 at 12:00 PM
	End Date:       Friday, October 31, 2025 at 07:00 PM
	Price:         wstęp wolny
	Location:      Biblioteka, ul. Gawędziarzy 8
	Summary: Wystawa historyczna prezentująca pamiątki z okresu II wojny światowej, w tym uzbrojenie, umundurowanie, dokumenty i przedmioty codziennego użytku, dostępna w bibliotece w Rembertowie do 31 października 2025. Wstęp wolny.
	More details: https://rembertow.um.warszawa.pl/-/wystawa-historyczna-80-lat-od-zakonczenia-ii-wojny-swiatowej


	--- Event 5 ---
	Title:    Lato, które zmieniło wszystko. Festiwal 1955
	Start Date:     Thursday, June 19, 2025 at 09:00 AM
	End Date:       Sunday, December 21, 2025 at 05:00 PM
	Location:      Muzeum Warszawy, Rynek Starego Miasta
	Summary: Wystawa historyczna w Muzeum Warszawy prezentująca dzieje V Światowego Festiwalu Młodzieży i Studentów z 1955 roku oraz tło społeczne i kulturowe lat 50. XX wieku. Ekspozycja czynna do 21 grudnia 2025 roku.
	More details: https://kultura.um.warszawa.pl/-/muzeum-warszawy-lato-1955-wystawa


	--- Event 6 ---
	Title:    Oprowadzanie po Izbie Pamięci
	Start Date:     Tuesday, July 01, 2025 at 03:00 PM
	End Date:       Tuesday, July 08, 2025 at 03:45 PM
	Price:         Brak informacji o cenie; prawdopodobnie bezpłatne lub wstęp w cenie biletu do Izby Pamięci
	Location:      Izba Pamięci przy Cmentarzu Powstańców Warszawy, Wolska 168
	Summary: Oprowadzanie po wystawie historycznej „Głosy pamięci” w Izbie Pamięci przy Cmentarzu Powstańców Warszawy na Woli. Spotkanie prowadzi kulturoznawca Szymon Smolnicki-Woźniak, prezentując relacje świadków i ideę upamiętnienia cywilnych ofiar Powstania Warszawskiego.
	More details: https://wola.um.warszawa.pl/-/oprowadzanie-po-izbie-pamie-1


","Title: Wystawa historyczna – 80 lat od zakończenia II wojny światowej
Date: 16.05.2025 12:00 - 31.10.2025 19:00
Location: Parter biblioteki, ul. Gawędziarzy 8, Warszawa",Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0,run_20250723_1409
koncert muzyki barokowej w Warszawie pod koniec czerwca,"After reviewing the options, I found 2 event(s) that match your request!

	--- Event 1 ---
	Title:    Międzynarodowy Festiwal Muzyki Organowej i Kameralnej
	Start Date:     Sunday, June 01, 2025 at 07:30 PM
	End Date:       Sunday, June 29, 2025 at 09:30 PM
	Price:         wstęp wolny
	Location:      Kościół Wszystkich Świętych, Plac Grzybowski 3/5, 00-115 Warszawa
	Summary: Międzynarodowy Festiwal Muzyki Organowej i Kameralnej to cykl pięciu bezpłatnych koncertów organowych i kameralnych w Kościele Wszystkich Świętych w Warszawie, odbywających się w każdą niedzielę czerwca 2025 roku.
	More details: https://srodmiescie.um.warszawa.pl/-/festiwal-muzyki-organowej-i-kameralnej


	--- Event 2 ---
	Title:    13. Festiwal Muzyczny Barok w Radości
	Start Date:     Saturday, June 21, 2025 at 07:00 PM
	End Date:       Sunday, June 29, 2025 at 08:00 PM
	Price:         wstęp wolny
	Location:      Kościół Matki Bożej Anielskiej, ul. Wilgi 14
	Summary: Festiwal muzyki barokowej w Kościele Matki Bożej Anielskiej w Warszawie (Wawer), obejmujący cztery koncerty w dniach 21, 22, 28 i 29 czerwca 2025. Wstęp wolny.
	More details: https://wawer.um.warszawa.pl/-/13-festiwal-muzyczny-barok-w-radosci


","Title: 13 Festiwal Muzyczny Barok w Radości.
Date: 29 czerwca 2025, 19:00 - 20:00
Location: Kościół Matki Bożej Anielskiej, ul. Wilgi 14, Warszawa",Factual Correctness [GEval],0.8148047192393273,0.5,True,"The actual output contains an event with a title very close to the expected one ('13. Festiwal Muzyczny Barok w Radości' vs '13 Festiwal Muzyczny Barok w Radości.'), satisfying step 1. The date range includes June 29, 2025, and the time overlaps closely with the expected 19:00-20:00, meeting step 2 with minor formatting differences. The location matches well except the actual output omits 'Warszawa' at the end, which is acceptable per step 3. The main shortcoming is the slight discrepancy in the title punctuation and the broader date range rather than the exact time window, preventing a perfect score.",gpt-4.1-mini,0,run_20250723_1409
koncert muzyki barokowej w Warszawie pod koniec czerwca,"After reviewing the options, I found 2 event(s) that match your request!

	--- Event 1 ---
	Title:    Międzynarodowy Festiwal Muzyki Organowej i Kameralnej
	Start Date:     Sunday, June 01, 2025 at 07:30 PM
	End Date:       Sunday, June 29, 2025 at 09:30 PM
	Price:         wstęp wolny
	Location:      Kościół Wszystkich Świętych, Plac Grzybowski 3/5, 00-115 Warszawa
	Summary: Międzynarodowy Festiwal Muzyki Organowej i Kameralnej to cykl pięciu bezpłatnych koncertów organowych i kameralnych w Kościele Wszystkich Świętych w Warszawie, odbywających się w każdą niedzielę czerwca 2025 roku.
	More details: https://srodmiescie.um.warszawa.pl/-/festiwal-muzyki-organowej-i-kameralnej


	--- Event 2 ---
	Title:    13. Festiwal Muzyczny Barok w Radości
	Start Date:     Saturday, June 21, 2025 at 07:00 PM
	End Date:       Sunday, June 29, 2025 at 08:00 PM
	Price:         wstęp wolny
	Location:      Kościół Matki Bożej Anielskiej, ul. Wilgi 14
	Summary: Festiwal muzyki barokowej w Kościele Matki Bożej Anielskiej w Warszawie (Wawer), obejmujący cztery koncerty w dniach 21, 22, 28 i 29 czerwca 2025. Wstęp wolny.
	More details: https://wawer.um.warszawa.pl/-/13-festiwal-muzyczny-barok-w-radosci


","Title: 13 Festiwal Muzyczny Barok w Radości.
Date: 29 czerwca 2025, 19:00 - 20:00
Location: Kościół Matki Bożej Anielskiej, ul. Wilgi 14, Warszawa",Answer Relevancy,1.0,0.7,True,The score is 1.00 because the response fully addresses the query about a Baroque music concert in Warsaw at the end of June without any irrelevant information.,gpt-4.1-mini,0,run_20250723_1409
